species,nombre_normalizado,habito_raw,forma,estatus,es_sinonimo,aceptado,forma_inconsistente
Myostemma ananuca,myostemma ananuca,Hierba,herbacea,endemica,False,Myostemma ananuca,False
Myostemma araucana,myostemma araucana,Hierba,herbacea,endemica,False,Myostemma araucana,False
Myostemma bagnoldii,myostemma bagnoldii,Hierba,herbacea,endemica,False,Myostemma bagnoldii,False
Myostemma berteroana,myostemma berteroana,Hierba,herbacea,endemica,False,Myostemma berteroana,False
Myostemma maculata,myostemma maculata,Hierba,herbacea,endemica,False,Myostemma maculata,False
Myostemma monantha,myostemma monantha,Hierba,herbacea,endemica,False,Myostemma monantha,False
Myostemma montana,myostemma montana,Hierba,herbacea,endemica,False,Myostemma montana,False
Myostemma phycelloides,myostemma phycelloides,Hierba,herbacea,endemica,False,Myostemma phycelloides,False
Myostemma tiltilensis,myostemma tiltilensis,Hierba,herbacea,endemica,False,Myostemma tiltilensis,False
Nothoscordum flavescens,nothoscordum flavescens,Hierba,herbacea,endemica,False,Nothoscordum flavescens,False
Nothoscordum gracile,nothoscordum gracile,Hierba,herbacea,nativa,False,Nothoscordum gracile,False
Nothoscordum gramineum,nothoscordum gramineum,Hierba,herbacea,nativa,False,Nothoscordum gramineum,False
Placea amoena,placea amoena,Hierba,herbacea,endemica,False,Placea amoena,False
Nothoscordum mahui,nothoscordum mahui,Hierba,herbacea,endemica,False,Nothoscordum mahui,False
Nothoscordum nidulans,nothoscordum nidulans,Hierba,herbacea,endemica,False,Nothoscordum nidulans,False
Nothoscordum nublense,nothoscordum nublense,Hierba,herbacea,endemica,False,Nothoscordum nublense,False
Phycella angustifolia,phycella angustifolia,Hierba,herbacea,endemica,False,Phycella angustifolia,False
Phycella australis,phycella australis,Hierba,herbacea,endemica,False,Phycella australis,False
Phycella cyrtanthoides,phycella cyrtanthoides,Hierba,herbacea,endemica,False,Phycella cyrtanthoides,False
Phycella gayana,phycella gayana,Hierba,herbacea,endemica,False,Phycella gayana,False
Phycella scarlatina,phycella scarlatina,Hierba,herbacea,endemica,False,Phycella scarlatina,False
Placea davidii,placea davidii,Hierba,herbacea,endemica,False,Placea davidii,False
Placea lutea,placea lutea,Hierba,herbacea,endemica,False,Placea lutea,False
Placea ornata,placea ornata,Hierba,herbacea,endemica,False,Placea ornata,False
Pyrolirion tubiflorum,pyrolirion tubiflorum,Hierba,herbacea,introducida,False,Pyrolirion tubiflorum,False
Rhodolirium andicola,rhodolirium andicola,Hierba,herbacea,nativa,False,Rhodolirium andicola,False
Rhodolirium chilense,rhodolirium chilense,Hierba,herbacea,endemica,False,Rhodolirium chilense,False
Rhodolirium fulgens,rhodolirium fulgens,Hierba,herbacea,endemica,False,Rhodolirium fulgens,False
Rhodolirium laetum,rhodolirium laetum,Hierba,herbacea,endemica,False,Rhodolirium laetum,False
Rhodophiala moelleri,rhodophiala moelleri,Hierba,herbacea,endemica,False,Rhodophiala moelleri,False
Rhodophiala pratensis,rhodophiala pratensis,Hierba,herbacea,endemica,False,Rhodophiala pratensis,False
Rhodolirium montanum,rhodolirium montanum,Hierba,herbacea,endemica,False,Rhodolirium montanum,False
Rhodophiala splendens,rhodophiala splendens,Hierba,herbacea,endemica,False,Rhodophiala splendens,False
Rhodophiala bakeri,rhodophiala bakeri,Hierba,herbacea,endemica,False,Rhodophiala bakeri,False
Rhodophiala flava,rhodophiala flava,Hierba,herbacea,endemica,False,Rhodophiala flava,False
Solaria miersioides,solaria miersioides,Hierba,herbacea,nativa,False,Solaria miersioides,False
Speea humilis,speea humilis,Hierba,herbacea,endemica,False,Speea humilis,False
Traubia modesta,traubia modesta,Hierba,herbacea,endemica,False,Traubia modesta,False
Tristagma ameghinoi,tristagma ameghinoi,Hierba,herbacea,nativa,False,Tristagma ameghinoi,False
Tristagma berteroi,tristagma berteroi,Hierba,herbacea,endemica,False,Tristagma berteroi,False
Tristagma bivalve,tristagma bivalve,Hierba,herbacea,endemica,False,Tristagma bivalve,False
Tristagma circinatum,tristagma circinatum,Hierba,herbacea,endemica,False,Tristagma circinatum,False
Tristagma nivale,tristagma nivale,Hierba,herbacea,nativa,False,Tristagma nivale,False
Tristagma patagonicum,tristagma patagonicum,Hierba,herbacea,nativa,False,Tristagma patagonicum,False
Tristagma poeppigianum,tristagma poeppigianum,Hierba,herbacea,endemica,False,Tristagma poeppigianum,False
Tristagma porrifolium,tristagma porrifolium,Hierba,herbacea,endemica,False,Tristagma porrifolium,False
Tristagma gracile,tristagma gracile,Hierba,herbacea,endemica,False,Tristagma gracile,False
Aponogeton distachyos,aponogeton distachyos,Hierba,herbacea,introducida,False,Aponogeton distachyos,False
Colocasia esculenta,colocasia esculenta,Hierba,herbacea,introducida,False,Colocasia esculenta,False
Landoltia punctata,landoltia punctata,Hierba acuática,herbacea,introducida,False,Landoltia punctata,False
Pistia stratiotes,pistia stratiotes,Hierba acuática,herbacea,introducida,False,Pistia stratiotes,False
Spirodela intermedia,spirodela intermedia,Hierba acuática,herbacea,nativa,False,Spirodela intermedia,False
Wolffia brasiliensis,wolffia brasiliensis,Hierba acuática,herbacea,nativa,False,Wolffia brasiliensis,False
Lemna gibba,lemna gibba,Hierba acuática,herbacea,nativa,False,Lemna gibba,False
Lemna minuta,lemna minuta,Hierba acuática,herbacea,nativa,False,Lemna minuta,False
Lemna valdiviana,lemna valdiviana,Hierba acuática,herbacea,nativa,False,Lemna valdiviana,False
Zantedeschia aethiopica,zantedeschia aethiopica,Hierba,herbacea,introducida,False,Zantedeschia aethiopica,False
Juania australis,juania australis,Árbol,lenosa,endemica,False,Juania australis,False
Jubaea chilensis,jubaea chilensis,Árbol,lenosa,endemica,False,Jubaea chilensis,False
Cordyline terminalis,cordyline terminalis,Arbusto,lenosa,introducida,False,Cordyline terminalis,False
Herreria stellata,herreria stellata,Hierba trepadora,herbacea,endemica,False,Herreria stellata,False
Trichopetalum plumosum,trichopetalum plumosum,Hierba,herbacea,endemica,False,Trichopetalum plumosum,False
Asphodelus fistulosus,asphodelus fistulosus,Hierba,herbacea,introducida,False,Asphodelus fistulosus,False
Pasithea caerulea,pasithea caerulea,Hierba,herbacea,nativa,False,Pasithea caerulea,False
Astelia pumila,astelia pumila,Hierba,herbacea,nativa,False,Astelia pumila,False
Deuterocohnia chrysantha,deuterocohnia chrysantha,Hierba,herbacea,endemica,False,Deuterocohnia chrysantha,False
Greigia landbeckii,greigia landbeckii,Hierba,herbacea,endemica,False,Greigia landbeckii,False
Greigia pearcei,greigia pearcei,Hierba,herbacea,endemica,False,Greigia pearcei,False
Greigia sphacelata,greigia sphacelata,Hierba,herbacea,endemica,False,Greigia sphacelata,False
Fascicularia bicolor,fascicularia bicolor,Hierba epífita o terrestre,herbacea,endemica,False,Fascicularia bicolor,False
Ochagavia andina,ochagavia andina,Hierba,herbacea,endemica,False,Ochagavia andina,False
Ochagavia carnea,ochagavia carnea,Hierba,herbacea,endemica,False,Ochagavia carnea,False
Ochagavia elegans,ochagavia elegans,Hierba,herbacea,endemica,False,Ochagavia elegans,False
Ochagavia litoralis,ochagavia litoralis,Hierba,herbacea,endemica,False,Ochagavia litoralis,False
Puya alpestris,puya alpestris,Hierba,herbacea,endemica,False,Puya alpestris,False
Puya berteroniana,puya berteroniana,Hierba,herbacea,endemica,False,Puya berteroniana,False
Puya boliviensis,puya boliviensis,Hierba,herbacea,endemica,False,Puya boliviensis,False
Puya chilensis,puya chilensis,Hierba,herbacea,endemica,False,Puya chilensis,False
Puya coerulea,puya coerulea,Hierba,herbacea,endemica,False,Puya coerulea,False
Puya gilmartiniae,puya gilmartiniae,Hierba,herbacea,endemica,False,Puya gilmartiniae,False
Puya pumila,puya pumila,Hierba,herbacea,endemica,False,Puya pumila,False
Puya venusta,puya venusta,Hierba,herbacea,endemica,False,Puya venusta,False
Tillandsia geissei,tillandsia geissei,Hierba epífita,herbacea,endemica,False,Tillandsia geissei,False
Hydrocleys nymphoides,hydrocleys nymphoides,Hierba acuática,herbacea,introducida,False,Hydrocleys nymphoides,False
Tillandsia landbeckii,tillandsia landbeckii,Hierba epífita,herbacea,nativa,False,Tillandsia landbeckii,False
Tillandsia marconae,tillandsia marconae,Hierba epífita,herbacea,nativa,False,Tillandsia marconae,False
Tillandsia tragophoba,tillandsia tragophoba,Hierba epífita,herbacea,endemica,False,Tillandsia tragophoba,False
Tillandsia usneoides,tillandsia usneoides,Hierba epífita,herbacea,nativa,False,Tillandsia usneoides,False
Tillandsia virescens,tillandsia virescens,Hierba epífita,herbacea,nativa,False,Tillandsia virescens,False
Commelina diffusa,commelina diffusa,Hierba,herbacea,introducida,False,Commelina diffusa,False
Commelina erecta,commelina erecta,Hierba,herbacea,introducida,False,Commelina erecta,False
Tradescantia fluminensis,tradescantia fluminensis,Hierba,herbacea,introducida,False,Tradescantia fluminensis,False
Arachnitis uniflora,arachnitis uniflora,Hierba,herbacea,nativa,False,Arachnitis uniflora,False
Amphiscirpus nevadensis,amphiscirpus nevadensis,Hierba,herbacea,nativa,False,Amphiscirpus nevadensis,False
Bolboschoenus maritimus,bolboschoenus maritimus,Hierba,herbacea,introducida,False,Bolboschoenus maritimus,False
Carex acaulis,carex acaulis,Hierba,herbacea,nativa,False,Carex acaulis,False
Carex acutata,carex acutata,Hierba,herbacea,endemica,False,Carex acutata,False
Carex aematorhyncha,carex aematorhyncha,Hierba,herbacea,nativa,False,Carex aematorhyncha,False
Carex andersonii,carex andersonii,Hierba,herbacea,nativa,False,Carex andersonii,False
Carex andina,carex andina,Hierba,herbacea,nativa,False,Carex andina,False
Carex aphylla,carex aphylla,Hierba,herbacea,nativa,False,Carex aphylla,False
Carex araucana,carex araucana,Hierba,herbacea,endemica,False,Carex araucana,False
Carex argentina,carex argentina,Hierba,herbacea,nativa,False,Carex argentina,False
Carex atropicta,carex atropicta,Hierba,herbacea,nativa,False,Carex atropicta,False
Carex austroamericana,carex austroamericana,Hierba,herbacea,nativa,False,Carex austroamericana,False
Carex banksii,carex banksii,Hierba,herbacea,nativa,False,Carex banksii,False
Carex berteroana,carex berteroana,Hierba,herbacea,endemica,False,Carex berteroana,False
Carex berteroniana,carex berteroniana,Hierba,herbacea,endemica,False,Carex berteroniana,False
Carex bonariensis,carex bonariensis,Hierba,herbacea,nativa,False,Carex bonariensis,False
Carex bracteosa,carex bracteosa,Hierba,herbacea,endemica,False,Carex bracteosa,False
Carex brongniartii,carex brongniartii,Hierba,herbacea,nativa,False,Carex brongniartii,False
Carex caduca,carex caduca,Hierba,herbacea,nativa,False,Carex caduca,False
Carex camptoglochin,carex camptoglochin,Hierba,herbacea,nativa,False,Carex camptoglochin,False
Carex canescens,carex canescens,Hierba,herbacea,introducida,False,Carex canescens,False
Carex capitata,carex capitata,Hierba,herbacea,nativa,False,Carex capitata,False
Carex catamarcensis,carex catamarcensis,Hierba,herbacea,nativa,False,Carex catamarcensis,False
Carex chilensis,carex chilensis,Hierba,herbacea,nativa,False,Carex chilensis,False
Carex chillanensis,carex chillanensis,Hierba,herbacea,nativa,False,Carex chillanensis,False
Carex darwinii,carex darwinii,Hierba,herbacea,nativa,False,Carex darwinii,False
Carex decidua,carex decidua,Hierba,herbacea,nativa,False,Carex decidua,False
Carex distenta,carex distenta,Hierba,herbacea,nativa,False,Carex distenta,False
Carex excelsa,carex excelsa,Hierba,herbacea,nativa,False,Carex excelsa,False
Carex fernandezensis,carex fernandezensis,Hierba,herbacea,endemica,False,Carex fernandezensis,False
Carex firmicaulis,carex firmicaulis,Hierba,herbacea,nativa,False,Carex firmicaulis,False
Carex fuscula,carex fuscula,Hierba,herbacea,nativa,False,Carex fuscula,False
Carex gayana,carex gayana,Hierba,herbacea,nativa,False,Carex gayana,False
Carex hypoleucos,carex hypoleucos,Hierba,herbacea,nativa,False,Carex hypoleucos,False
Carex inconspicua,carex inconspicua,Hierba,herbacea,nativa,False,Carex inconspicua,False
Carex kingii,carex kingii,Hierba,herbacea,nativa,False,Carex kingii,False
Carex lamprocarpa,carex lamprocarpa,Hierba,herbacea,endemica,False,Carex lamprocarpa,False
Carex lateriflora,carex lateriflora,Hierba,herbacea,nativa,False,Carex lateriflora,False
Carex macloviana,carex macloviana,Hierba,herbacea,nativa,False,Carex macloviana,False
Carex macrorrhiza,carex macrorrhiza,Hierba,herbacea,nativa,False,Carex macrorrhiza,False
Carex macrosolen,carex macrosolen,Hierba,herbacea,nativa,False,Carex macrosolen,False
Carex magellanica,carex magellanica,Hierba,herbacea,nativa,False,Carex magellanica,False
Carex malmei,carex malmei,Hierba,herbacea,nativa,False,Carex malmei,False
Carex maritima,carex maritima,Hierba,herbacea,nativa,False,Carex maritima,False
Carex microglochin,carex microglochin,Hierba,herbacea,nativa,False,Carex microglochin,False
Carex minutissima,carex minutissima,Hierba,herbacea,nativa,False,Carex minutissima,False
Carex molinae,carex molinae,Hierba,herbacea,endemica,False,Carex molinae,False
Carex moorei,carex moorei,Hierba,herbacea,nativa,False,Carex moorei,False
Carex multispicata,carex multispicata,Hierba,herbacea,endemica,False,Carex multispicata,False
Carex nebularum,carex nebularum,Hierba,herbacea,nativa,False,Carex nebularum,False
Carex ochrostachya,carex ochrostachya,Hierba,herbacea,endemica,False,Carex ochrostachya,False
Carex odontolepis,carex odontolepis,Hierba,herbacea,nativa,False,Carex odontolepis,False
Carex phalaroides,carex phalaroides,Hierba,herbacea,nativa,False,Carex phalaroides,False
Carex pisanoi,carex pisanoi,Hierba,herbacea,endemica,False,Carex pisanoi,False
Carex pleioneura,carex pleioneura,Hierba,herbacea,nativa,False,Carex pleioneura,False
Carex poeppigii,carex poeppigii,Hierba,herbacea,endemica,False,Carex poeppigii,False
Carex pumila,carex pumila,Hierba,herbacea,introducida,False,Carex pumila,False
Carex reichei,carex reichei,Hierba,herbacea,nativa,False,Carex reichei,False
Carex sagei,carex sagei,Hierba,herbacea,nativa,False,Carex sagei,False
Carex setifolia,carex setifolia,Hierba,herbacea,nativa,False,Carex setifolia,False
Carex sorianoi,carex sorianoi,Hierba,herbacea,nativa,False,Carex sorianoi,False
Carex stuessyi,carex stuessyi,Hierba,herbacea,endemica,False,Carex stuessyi,False
Carex subantarctica,carex subantarctica,Hierba,herbacea,nativa,False,Carex subantarctica,False
Carex toroensis,carex toroensis,Hierba,herbacea,endemica,False,Carex toroensis,False
Carex trachycystis,carex trachycystis,Hierba,herbacea,nativa,False,Carex trachycystis,False
Carex transandina,carex transandina,Hierba,herbacea,endemica,False,Carex transandina,False
Carex trichodes,carex trichodes,Hierba,herbacea,endemica,False,Carex trichodes,False
Carex trifida,carex trifida,Hierba,herbacea,nativa,False,Carex trifida,False
Carex vallis-pulchrae,carex vallis-pulchrae,Hierba,herbacea,nativa,False,Carex vallis-pulchrae,False
Carex werdermannii,carex werdermannii,Hierba,herbacea,endemica,False,Carex werdermannii,False
Carpha schoenoides,carpha schoenoides,Hierba,herbacea,nativa,False,Carpha schoenoides,False
Cyperus aggregatus,cyperus aggregatus,Hierba,herbacea,nativa,False,Cyperus aggregatus,False
Cyperus brevifolius,cyperus brevifolius,Hierba,herbacea,nativa,False,Cyperus brevifolius,False
Cyperus cyperoides,cyperus cyperoides,Hierba,herbacea,nativa,False,Cyperus cyperoides,False
Cyperus difformis,cyperus difformis,Hierba,herbacea,introducida,False,Cyperus difformis,False
Cyperus eragrostis,cyperus eragrostis,Hierba,herbacea,nativa,False,Cyperus eragrostis,False
Cyperus fraternus,cyperus fraternus,Hierba,herbacea,nativa,False,Cyperus fraternus,False
Cyperus grammicus,cyperus grammicus,Hierba,herbacea,endemica,False,Cyperus grammicus,False
Cyperus involucratus,cyperus involucratus,Hierba,herbacea,introducida,False,Cyperus involucratus,False
Cyperus laevigatus,cyperus laevigatus,Hierba,herbacea,introducida,False,Cyperus laevigatus,False
Cyperus lanceolatus,cyperus lanceolatus,Hierba,herbacea,nativa,False,Cyperus lanceolatus,False
Cyperus megapotamicus,cyperus megapotamicus,Hierba,herbacea,nativa,False,Cyperus megapotamicus,False
Cyperus rigens,cyperus rigens,Hierba,herbacea,nativa,False,Cyperus rigens,False
Cyperus rotundus,cyperus rotundus,Hierba,herbacea,introducida,False,Cyperus rotundus,False
Cyperus squarrosus,cyperus squarrosus,Hierba,herbacea,introducida,False,Cyperus squarrosus,False
Cyperus odoratus,cyperus odoratus,Hierba,herbacea,introducida,False,Cyperus odoratus,False
Cyperus poeppigii,cyperus poeppigii,Hierba,herbacea,endemica,False,Cyperus poeppigii,False
Cyperus polystachyos,cyperus polystachyos,Hierba,herbacea,introducida,False,Cyperus polystachyos,False
Cyperus reflexus,cyperus reflexus,Hierba,herbacea,nativa,False,Cyperus reflexus,False
Cyperus virens,cyperus virens,Hierba,herbacea,nativa,False,Cyperus virens,False
Cyperus volckmannii,cyperus volckmannii,Hierba,herbacea,endemica,False,Cyperus volckmannii,False
Cyperus xanthostachyus,cyperus xanthostachyus,Hierba,herbacea,nativa,False,Cyperus xanthostachyus,False
Eleocharis atacamensis,eleocharis atacamensis,Hierba,herbacea,nativa,False,Eleocharis atacamensis,False
Eleocharis bonariensis,eleocharis bonariensis,Hierba,herbacea,nativa,False,Eleocharis bonariensis,False
Eleocharis cordillerana,eleocharis cordillerana,Hierba,herbacea,endemica,False,Eleocharis cordillerana,False
Eleocharis dombeyana,eleocharis dombeyana,Hierba,herbacea,nativa,False,Eleocharis dombeyana,False
